N-010E-010	5979584.9832	755065.2310	5980000.0000	260000.0000
N-010E+010	5981270.4330	774939.1683	5980000.0000	280000.0000
N-005E-005	5984974.5243	759611.9107	5985000.0000	265000.0000
N-005E+005	5985817.7249	769548.8115	5985000.0000	275000.0000
N+000E+000	5990364.5411	764158.5231	5990000.0000	270000.0000
N+005E-005	5994910.8822	758768.3024	5995000.0000	265000.0000
N+005E+005	5995755.0330	768705.0677	5995000.0000	275000.0000
N+010E-010	5999456.7486	753378.1490	6000000.0000	260000.0000
N+010E+010	6001145.9995	773251.5441	6000000.0000	280000.0000
